"Landing page type","Landing page path","UTM source","UTM campaign","Referrer source","Sessions","Pageviews","Conversion rate","Sessions that completed checkout","Sessions that reached checkout","Sessions with cart additions"
"Product","/products/danish-glass-ball-chandelier-blue","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",2,6,0,0,0,0
"Product","/products/ubayy-ceramic-table-lamp","google","BestsellersDemandGen_23697546917","direct",3,6,0,0,0,0
"Product","/products/chateau-1-light-crystal-sconce","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",3,6,0,0,0,0
"Product","/products/crick-single-spotlight-gold","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",3,6,0,0,0,0
"Product","/products/ember-12-light-victorian-candle-chandelier-amber","google","LightingShopping_21285710791","direct",2,6,0,0,0,0
"Product","/products/mystic-ceramic-rock-formation-decorative-vase",,,"direct",6,6,0,0,0,0
"Product","/products/annika-kansa-dinner-set","Pinterest",,"social",5,6,0,0,0,0
"Product","/products/nordic-oval-wall-light",,,"direct",6,6,0,0,0,0
"Product","/products/waldo-handwoven-sabai-grass-hanging-wall-basket-black-white-medium",,,"direct",6,6,0,0,0,0
"Product","/products/emmet-victorian-12-light-crystal-chandelier-amber","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",4,6,0,0,0,0
"Product","/products/loop-strip-led-chandelier-black","google","BestsellerVideos","search",1,6,0,0,0,0
"Product","/products/clear-glass-dome-shape-hanging-pendant-lamp","google","Pmaxbleeders_20714640181","search",1,6,0,0,0,0
"Product","/products/american-style-tranquil-aura-table-lamp-with-pleated-green-shade","bing","PmaxLightingBing","direct",5,6,0,0,1,1
"Product","/products/brysun-pendant-light-black",,,"direct",6,6,0,0,0,0
"Product","/products/nuki-small-ceramic-vase-with-lid-white","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",4,6,0,0,0,0
"Product","/products/gold-cylinder-wall-lamp-white",,,"direct",6,6,0,0,0,0
"Product","/products/dixon-outdoor-hanging-light","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",2,6,0,0,0,0
"Product","/products/folia-aged-metal-floor-lamp-white","chatgpt.com",,"direct",1,6,0,0,0,0
"Product","/products/contemporary-style-glass-pendant-light-large",,,"direct",6,6,0,0,0,0
"Product","/products/boho-hanging-seagrass-woven-wall-basket",,,"direct",6,6,0,0,0,0
"Product","/products/warwick-outdoor-wall-light-black","google","LightingShopping_21285710791","search",3,6,0,0,0,0
"Product","/products/shadow-outdoor-wall-light-black",,,"direct",6,6,0,0,0,0
"Product","/products/rural-dome-hanging-lamp","bing","Shopping_Search_080826_170116_524537354","direct",1,6,0,0,0,0
"Product","/products/aball-finnish-4-light-chandelier-gold","ig","081226_Prospecting_Decor","direct",6,6,0,0,0,0
"Product","/products/dino-ceramic-black-figurine","google","ShoppingIndexdecor_23361314596","search",2,6,0,0,0,0
"Product","/products/dome-hanging-light-transparent","bing","PmaxLightingBing","unknown",5,6,0,0,0,0
"Product","/products/vintage-pendant-light-with-glass-shade","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",2,6,0,0,0,1
"Product","/products/nordic-logs-pendant-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",3,6,0,0,0,0
"Product","/products/blumen-bowl-glass-ceiling-light","google","LightingShopping_21285710791","direct",5,6,0,0,0,0
"Product","/products/valhalla-outdoor-wall-light-brown","google","PMaxLightingNC_16828666790","direct",2,6,0,0,0,0
"Product","/products/valdiola-pendant-light-orange",,,"direct",6,6,0,0,0,0
"Product","/products/aball-bruno-6-light-chandelier-black","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",4,6,0,0,0,0
"Product","/products/stone-and-beam-ceramic-table-lamp","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",6,6,0,0,0,0
"Product","/products/megara-ceramic-table-lamp","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",3,6,0,0,1,2
"Product","/products/ezra-loop-ceramic-vase-white",,,"direct",6,6,0,0,0,0
"Product","/products/green-ceramic-jar-with-lid-small",,,"direct",6,6,0,0,0,0
"Product","/products/goodman-study-lamp-juniper-finish","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",2,6,0,0,0,0
"Collection","/collections/home-decor-products-in-assam",,,"search",6,6,0,0,0,0
"Product","/products/jasmine-glass-ceiling-light","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",6,6,0,0,0,0
"Product","/products/wada-dual-tone-woven-pendant-lamp","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",3,6,0,0,0,0
"Product","/products/timber-twilight-wooden-lantern-medium",,,"direct",6,6,0,0,0,0
"Product","/products/danish-glass-ball-chandelier-smoky","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,6,0,0,0,0
"Product","/products/outdoor-wall-lamp-brown","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,6,0,0,0,0
"Product","/products/rustique-terracotta-vase-small","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",5,6,0,0,0,0
"Product","/products/storm-terracotta-vase-medium","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",5,6,0,0,0,0
"Product","/products/cabinet-maker-s-picture-light-black",,,"direct",6,6,0,0,0,0
"Product","/products/bungalow-outdoor-pole-light","google","PMaxLightingNC_16828666790","search",4,6,0,0,0,0
"Product","/products/tulip-decorative-table-lamp-blue",,,"direct",6,6,0,0,0,0
"Product","/products/dome-hanging-light-amber","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",3,6,0,0,0,0
"Product","/products/klasika-glass-vase-grey",,,"direct",6,6,0,0,0,0
"Product","/products/corrugated-barn-outdoor-wall-light","google","PMaxLightingNC_16828666790","direct",4,6,0,0,0,0
"Product","/products/space-ball-wall-lamp-silver",,,"direct",6,6,0,0,0,0
"Product","/products/aureline-8-lights-crystal-leaf-chandelier","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",6,6,0,0,0,0
"Product","/products/jabillo-lantern-medium","google","ShoppingIndexdecor_23361314596","search",3,6,0,0,0,0
"Product","/products/valencia-black-frosted-glass-hanging-light","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,6,0,0,0,0
"Product","/products/marchese-6-light-crystal-chandelier-amber","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,6,0,0,0,0
"Product","/products/etoile-1-light-candle-style-wall-lamp","google","LightingShopping_21285710791","direct",4,6,0,0,0,0
"Product","/products/bowl-shape-white-ceramic-table-lamp-with-black-shade",,,"direct",6,6,0,0,0,0
"Product","/products/ochre-terracotta-vase-small","fb","072926_Advantage+Catalog_Terracotta_Decor_CBO_ASC_Evergreen_120246907043390384","social",3,6,0,0,0,0
"Product","/products/minimalistic-pendant-light-round","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,6,0,0,0,0
"Product","/products/grape-vine-blue-metal-table-lamp-beige-linen-lamp-shade",,,"direct",6,6,0,0,0,0
"Product","/products/bottleneck-porcelain-vase-with-abstract-linear-art","google","ShoppingIndexdecor_23361314596","search",2,6,0,0,0,0
"Product","/products/yin-yang-hanging-wall-basket",,,"direct",6,6,0,0,0,0
"Collection","/collections/valentines-day",,,"direct",6,6,0,0,0,0
"Product","/products/macaron-loft-led-ceiling-light-yellow","bing","PmaxLightingBing","direct",6,6,0,0,0,1
"Product","/products/coral-tree-glass-pendant-light-chrome",,,"direct",6,6,0,0,0,0
"Product","/products/sculpted-muse-decorative-object-orange",,,"direct",6,6,0,0,0,0
"Product","/products/torus-funnel-glass-vase","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",3,6,0,0,0,0
"Product","/products/prismatic-glass-barn-wall-light-blue",,,"direct",6,6,0,0,0,0
"Product","/products/bergen-bottleneck-pendant-light","bing","PmaxLightingBing","search",1,6,0,0,0,0
"Product","/products/alaia-deco-ceramic-vase-green",,,"direct",6,6,0,0,0,0
"Product","/products/modern-nordic-style-white-ceramic-table-lamp-with-blue-shade","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",2,6,0,0,0,0
"Product","/products/brilliance-beam-glass-hanging-pendant-light",,,"direct",6,6,0,0,0,0
"Product","/products/labyrint-gold-metallic-table-lamp-with-white-shade",,,"direct",6,6,0,0,0,0
"Product","/products/torchbearer-outdoor-wall-sconce","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",5,6,0,0,0,0
"Product","/products/fisher-imperfect-ceramic-vase-gold",,,"direct",6,6,0,0,0,0
"Product","/products/champagne-4-linear-light","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,6,0,0,0,0
"Collection","/collections/chandelier-for-home","chatgpt.com",,"unknown",1,6,0,0,0,0
"Product","/products/flannel-5-linear-chandelier-transparent","google","PMaxLightingNC_16828666790","paid",4,6,0,0,0,1
"Product","/products/cypress-picture-light-gold","google","LightingShopping_21285710791","direct",5,6,0,0,0,0
"Product","/products/rosalind-6-light-crystal-drops-chandelier-red","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",2,6,0,0,0,0
"Product","/products/float-pendant-light-blue","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,6,0,0,0,0
"Product","/products/preserved-hydrangea-off-white",,,"direct",6,6,0,0,0,0
"Product","/products/vintage-table-lamp-gold-red","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",6,6,0,0,0,0
"Product","/products/linear-wings-picture-light-brass",,,"direct",6,6,0,0,0,0
"Product","/products/creative-modern-minimalist-bedside-wall-lamp","bing","PmaxLightingBing","direct",5,6,0,0,0,1
"Product","/products/karly-ceramic-table-lamp",,,"direct",6,6,0,0,0,0
"Product","/products/aim-dark-grey-pendant-light",,,"direct",6,6,0,0,0,0
"Product","/products/linear-cluster-circle-pendant-nordic-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",3,6,0,0,0,0
"Product","/products/osage-designer-tawny-embroidered-cushion-cover",,,"direct",6,6,0,0,0,0
"Product","/products/nirvik-brass-cloche-with-glass-dome","chatgpt.com",,"direct",5,6,0,0,0,0
"Product","/products/chinese-green-ceramic-jar-with-lid-large","google","ShoppingIndexdecor_23361314596","search",2,6,0,0,0,0
"Product","/products/trapezoid-marble-hanging-light-green-gold",,,"direct",6,6,0,0,0,0
"Product","/products/lima-outdoor-wall-sconce-large","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,6,0,0,0,0
"Product","/products/yaquina-outdoor-gate-light",,,"direct",6,6,0,0,0,0
"Product","/products/curve-pendant-lamp-black","google","LightingShopping_21285710791","search",1,6,0,0,0,0
"Product","/products/macaron-loft-adjustable-wall-light-blue","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",3,6,0,0,0,0
"Product","/products/forus-ribbed-glass-outdoor-gate-light","google","BestsellersDemandGen_23697546917","search",6,6,0,0,0,0
"Product","/products/aurelia-6-light-crystal-chandelier","google","LightingShopping_21285710791","search",4,6,0,0,0,0
"Product","/products/klaviyo-linear-gold-floor-lamp-with-velvet-shade-purple","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,6,0,0,0,0
"Product","/products/wood-tip-pendant-lamp-cone-yellow",,,"direct",6,6,0,0,0,0
"Product","/products/corridor-outdoor-wall-light-black","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,6,0,0,0,0
"Product","/products/pakvya-brass-dry-fruit-serving-set-of-7",,,"direct",6,6,0,0,0,0
"Product","/products/elsa-ceramic-bowl-white",,,"direct",6,6,0,0,0,0
"Product","/products/cara-table-lamp-paprika-finish","google","BestsellersDemandGen_23697546917","search",2,6,0,0,0,0
"Product","/products/feather-light-fixture-hanging-lamp","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,6,0,0,0,0
"Product","/products/green-contemporary-style-glass-oval-vase",,,"direct",6,6,0,0,0,0
"Product","/products/alvara-wall-light-black",,,"direct",3,6,0,0,0,0
"Product","/products/seleny-metal-table-lamp","google","LightingShopping_21285710791","direct",5,6,0,0,0,0
"Product","/products/jasmine-glass-hanging-light-smoky","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,6,0,0,0,0
"Product","/products/refute-outdoor-wall-light-red","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",3,6,0,0,0,0
"Product","/products/umami-round-box-with-lid",,,"direct",5,6,0,0,0,0
"Product","/products/anisah-handwoven-sabai-grass-hanging-wall-basket-medium-black-beige","google","BrandShopping_23291591904","direct",1,6,0,0,0,0
"Product","/products/ellis-ceramic-table-lamp-home-decor-lamps-and-lighting","google","Pmaxbleeders_20714640181","search",3,6,0,0,0,0
"Product","/products/crystal-led-pendant-light","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",6,6,0,0,0,0
"Product","/products/dried-flowers-natural-african-sunflowers-white",,,"direct",6,6,0,0,0,0
"Product","/products/curl-design-acrylic-led-wall-light-gold","google","LightingShopping_21285710791","direct",2,6,0,0,0,0
"Product","/products/berkshire-pleated-5-light-round-cluster-light-with-gold-ceiling-plate","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",2,6,0,0,0,0
"Product","/products/bowl-shape-white-ceramic-table-lamp-with-black-shade","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",3,6,0,0,0,0
"Product","/products/mirah-metal-lamp",,,"direct",6,6,0,0,0,0
"Product","/products/belle-ame-bouquet-handmade-gift-card",,,"direct",4,6,0,0,0,0
"Product","/products/neuro-outdoor-hanging-pendant-light-small","google","LightingShopping_21285710791","search",3,6,0,0,0,0
"Product","/products/marble-pendant-light-black","google","PMaxLightingNC_16828666790","direct",4,6,0,0,0,0
"Product","/products/jacoby-marble-lamp-home-decor-lamps-and-lighting","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",6,6,0,0,0,0
"Product","/products/hymn-metal-vase-green-large",,,"direct",6,6,0,0,0,0
"Product","/products/beige-tree-branch-vase",,,"direct",6,6,0,0,0,0
"Product","/products/carus-pier-pole-light",,,"direct",6,6,0,0,0,0
"Product","/products/cloud-terracotta-vase-small","fb","090226_Advantage+Catalog_Decor_CBO_ASC_Evergreen_120245840731820384","social",3,6,0,0,0,0
"Product","/products/linear-cluster-circle-pendant-nordic-light","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",2,6,0,0,0,0
"Product","/products/kiln-terracotta-vase-medium","fb","090226_Advantage+Catalog_Decor_CBO_ASC_Evergreen_120245840731820384","social",4,6,0,0,1,1
"Product","/products/nessa-metal-floor-lamp","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,6,0,0,0,0
"Collection","/collections/decorative-wall-lights","google","LightingSearchaimax_15393315826","search",6,6,0,0,0,0
"Product","/products/rosalind-6-light-crystal-drops-chandelier-red","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",3,6,0,0,0,0
"Product","/products/trefle-glass-hanging-light","google","Pmaxbleeders_20714640181","search",1,6,0,0,0,0
"Product","/products/marienne-coral-ceramic-vase",,,"direct",6,6,0,0,0,0
"Product","/products/laminae-green-hanging-light","google","Pmaxbleeders_20714640181","direct",3,6,0,0,0,0
"Product","/products/radiance-ava-table-lamp-black",,,"direct",6,6,0,0,0,0
"Product","/products/goodman-study-lamp-juniper-finish","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,6,0,0,0,0
"Product","/products/elora-outdoor-wall-light","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",2,6,0,0,1,1
"Product","/products/marchese-8-light-crystal-chandelier-silver-transparent","google","LightingShopping_21285710791","direct",6,6,0,0,0,0
"Collection","/collections/indoor-lighting","google","LightingShopping_21285710791","search",2,6,0,0,0,0
"Product","/products/modern-glass-tube-pendant-light",,,"direct",6,6,0,0,0,0
"Product","/products/neuro-outdoor-hanging-pendant-light-small",,,"direct",6,6,0,0,0,0
"Product","/products/mid-century-outdoor-gate-light-small","google","PMaxLightingNC_16828666790","direct",4,6,0,0,0,0
"Product","/products/clover-green-glass-vase-medium",,,"direct",6,6,0,0,0,0
"Product","/products/calvino-arched-outdoor-hanging-lamp-frosted-glass-bronze","facebook","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","direct",2,6,0,0,0,0
"Product","/products/european-style-glass-ball-shade-modern-wall-lamp","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",4,6,0,0,0,0
"Product","/products/urban-loft-4-light-geometric-iron-chandelier-black",,,"search",6,6,0,0,0,0
"Product","/products/macaron-loft-led-ceiling-light-green","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",2,6,0,0,0,0
"Product","/products/lumo-gold-floor-lamp-base","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,6,0,0,0,0
"Product","/products/toyella-post-modern-nordic-lava-lamp-rose-gold","google","BestsellersDemandGen_23697546917","direct",6,6,0,0,0,0
"Product","/products/artemis-geometrical-linear-chandelier","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",2,6,0,0,0,0
